002800.SZ	天顺股份
600146.SH	商赢环球
300315.SZ	掌趣科技
002715.SZ	登云股份
300007.SZ	汉威电子
002453.SZ	天马精化
601766.SH	中国中车
600586.SH	金晶科技
000078.SZ	海王生物
002064.SZ	华峰氨纶
000705.SZ	浙江震元
600796.SH	钱江生化
002423.SZ	*ST中特
600704.SH	物产中大
300473.SZ	德尔股份
600463.SH	空港股份
601008.SH	连云港
002144.SZ	宏达高科
000889.SZ	茂业通信
600986.SH	科达股份
600187.SH	国中水务
300303.SZ	聚飞光电
600682.SH	南京新百
000061.SZ	农产品
002668.SZ	奥马电器
600162.SH	香江控股
002338.SZ	奥普光电
000096.SZ	广聚能源
600257.SH	大湖股份
300130.SZ	新国都
600835.SH	上海机电
603599.SH	广信股份
000712.SZ	锦龙股份
600798.SH	宁波海运
300233.SZ	金城医药
002763.SZ	汇洁股份
600206.SH	有研新材
300334.SZ	津膜科技
002682.SZ	龙洲股份
300105.SZ	龙源技术
600190.SH	锦州港
000668.SZ	荣丰控股
002160.SZ	常铝股份
002538.SZ	司尔特
600050.SH	中国联通
000790.SZ	华神集团
601368.SH	绿城水务
002134.SZ	天津普林
300431.SZ	暴风集团
300321.SZ	同大股份
600387.SH	海越股份
300155.SZ	安居宝
002336.SZ	*ST人乐
300419.SZ	浩丰科技
300448.SZ	浩云科技
601100.SH	恒立液压
600200.SH	江苏吴中
000619.SZ	海螺型材
600805.SH	悦达投资
002203.SZ	海亮股份
600139.SH	西部资源
000638.SZ	万方发展
601002.SH	晋亿实业
300059.SZ	东方财富
601985.SH	中国核电
300164.SZ	通源石油
002020.SZ	京新药业
002307.SZ	北新路桥
002123.SZ	梦网荣信
000753.SZ	漳州发展
300204.SZ	舒泰神
002607.SZ	亚夏汽车
002375.SZ	亚厦股份
300378.SZ	鼎捷软件
002030.SZ	达安基因
600238.SH	海南椰岛
002529.SZ	海源机械
300150.SZ	世纪瑞尔
000027.SZ	深圳能源
002328.SZ	新朋股份
000682.SZ	东方电子
002173.SZ	*ST创疗
002627.SZ	宜昌交运
600856.SH	中天能源
002036.SZ	联创电子
002513.SZ	*ST蓝丰
002752.SZ	昇兴股份
600289.SH	亿阳信通
600496.SH	精工钢构
300250.SZ	初灵信息
600573.SH	惠泉啤酒
600026.SH	中海发展
002671.SZ	龙泉股份
600207.SH	安彩高科
002430.SZ	杭氧股份
601010.SH	文峰股份
000582.SZ	北部湾港
601616.SH	广电电气
600121.SH	郑州煤电
300480.SZ	光力科技
000545.SZ	金浦钛业
600510.SH	黑牡丹
002318.SZ	久立特材
002611.SZ	东方精工
002702.SZ	海欣食品
601989.SH	中国重工
300005.SZ	探路者
300415.SZ	伊之密
002662.SZ	京威股份
300152.SZ	科融环境
000509.SZ	华塑控股
000514.SZ	渝开发
600853.SH	龙建股份
300168.SZ	万达信息
300339.SZ	润和软件
601226.SH	华电重工
000599.SZ	青岛双星
002623.SZ	亚玛顿
002178.SZ	延华智能
600380.SH	健康元
600234.SH	*ST山水
002783.SZ	凯龙股份
002406.SZ	远东传动
600653.SH	申华控股
000882.SZ	华联股份
600291.SH	西水股份
002443.SZ	金洲管道
600230.SH	*ST沧大
600766.SH	园城黄金
000554.SZ	泰山石油
002004.SZ	华邦健康
002439.SZ	启明星辰
600251.SH	冠农股份
600803.SH	新奥股份
600090.SH	同济堂
300276.SZ	三丰智能
002031.SZ	巨轮智能
000032.SZ	深桑达A
300440.SZ	运达科技
600077.SH	宋都股份
002614.SZ	蒙发利
300080.SZ	易成新能
300231.SZ	银信科技
000301.SZ	东方市场
002373.SZ	千方科技
000936.SZ	华西股份
600270.SH	外运发展
600686.SH	金龙汽车
000717.SZ	*ST韶钢
300214.SZ	日科化学
600873.SH	梅花生物
300045.SZ	华力创通
600085.SH	同仁堂
000611.SZ	*ST天首
300212.SZ	易华录
000893.SZ	东凌国际
000719.SZ	大地传媒
000026.SZ	飞亚达A
300022.SZ	吉峰农机
300001.SZ	特锐德
600475.SH	华光股份
603008.SH	喜临门
000678.SZ	襄阳轴承
601388.SH	怡球资源
300074.SZ	华平股份
000043.SZ	中航地产
600215.SH	长春经开
600619.SH	海立股份
002343.SZ	慈文传媒
000039.SZ	中集集团
600857.SH	宁波中百
002189.SZ	利达光电
600499.SH	科达洁能
600339.SH	*ST天利
600689.SH	上海三毛
000062.SZ	深圳华强
000576.SZ	广东甘化
000901.SZ	航天科技
600866.SH	*ST星湖
603268.SH	松发股份
300486.SZ	东杰智能
600169.SH	太原重工
300044.SZ	赛为智能
600892.SH	大晟文化
600601.SH	方正科技
002496.SZ	辉丰股份
300004.SZ	南风股份
603883.SH	老百姓
300190.SZ	维尔利
300146.SZ	汤臣倍健
002069.SZ	*ST獐岛
300075.SZ	数字政通
000779.SZ	三毛派神
002681.SZ	奋达科技
603308.SH	应流股份
300175.SZ	朗源股份
601258.SH	庞大集团
002191.SZ	劲嘉股份
600153.SH	建发股份
600108.SH	亚盛集团
300270.SZ	中威电子
300179.SZ	四方达
600279.SH	重庆港九
600421.SH	仰帆控股
600020.SH	中原高速
000962.SZ	*ST东钽
600297.SH	广汇汽车
600767.SH	运盛医疗
600483.SH	福能股份
600277.SH	亿利洁能
601186.SH	中国铁建
300096.SZ	易联众
002137.SZ	麦达数字
000616.SZ	海航投资
600881.SH	亚泰集团
600774.SH	汉商集团
002075.SZ	沙钢股份
002022.SZ	科华生物
600156.SH	华升股份
000803.SZ	金宇车城
002762.SZ	金发拉比
000816.SZ	智慧农业
601038.SH	一拖股份
600210.SH	紫江企业
300442.SZ	普丽盛
002468.SZ	艾迪西
002261.SZ	拓维信息
002527.SZ	新时达
000633.SZ	*ST合金
603116.SH	红蜻蜓
300240.SZ	飞力达
000671.SZ	阳光城
000922.SZ	佳电股份
002259.SZ	升达林业
300195.SZ	长荣股份
600371.SH	万向德农
600307.SH	酒钢宏兴
600850.SH	华东电脑
603600.SH	永艺股份
002090.SZ	金智科技
000720.SZ	新能泰山
002376.SZ	新北洋
300388.SZ	国祯环保
600575.SH	皖江物流
002163.SZ	中航三鑫
600150.SH	中国船舶
300423.SZ	鲁亿通
002339.SZ	积成电子
600614.SH	鼎立股份
300383.SZ	光环新网
000979.SZ	中弘股份
600081.SH	东风科技
600550.SH	保变电气
600385.SH	山东金泰
000830.SZ	鲁西化工
300167.SZ	迪威视讯
601216.SH	君正集团
601928.SH	凤凰传媒
002699.SZ	美盛文化
002140.SZ	东华科技
300093.SZ	金刚玻璃
300011.SZ	鼎汉技术
002693.SZ	双成药业
000818.SZ	方大化工
300235.SZ	方直科技
002080.SZ	中材科技
002433.SZ	太安堂
600055.SH	华润万东
600687.SH	刚泰控股
600982.SH	宁波热电
002412.SZ	汉森制药
002473.SZ	圣莱达
300137.SZ	先河环保
000564.SZ	西安民生
300170.SZ	汉得信息
002741.SZ	光华科技
600789.SH	鲁抗医药
002644.SZ	佛慈制药
000652.SZ	泰达股份
300098.SZ	高新兴
300289.SZ	利德曼
002489.SZ	浙江永强
300425.SZ	环能科技
603997.SH	继峰股份
600735.SH	新华锦
000802.SZ	北京文化
600582.SH	天地科技
600136.SH	当代明诚
300314.SZ	戴维医疗
300254.SZ	仟源医药
601968.SH	宝钢包装
000517.SZ	荣安地产
000852.SZ	石化机械
601929.SH	吉视传媒
002551.SZ	尚荣医疗
600604.SH	市北高新
603117.SH	万林股份
000559.SZ	万向钱潮
000850.SZ	华茂股份
600283.SH	钱江水利
002689.SZ	远大智能
600815.SH	厦工股份
600351.SH	亚宝药业
300213.SZ	佳讯飞鸿
002353.SZ	杰瑞股份
000526.SZ	紫光学大
600495.SH	晋西车轴
600665.SH	天地源
600587.SH	新华医疗
000822.SZ	山东海化
600862.SH	中航高科
600106.SH	重庆路桥
300443.SZ	金雷风电
300291.SZ	华录百纳
300287.SZ	飞利信
600959.SH	江苏有线
300079.SZ	数码视讯
600229.SH	城市传媒
002482.SZ	广田集团
600256.SH	广汇能源
002095.SZ	生意宝
002021.SZ	中捷资源
000927.SZ	一汽夏利
603169.SH	兰石重装
600501.SH	航天晨光
002441.SZ	众业达
600613.SH	神奇制药
600606.SH	绿地控股
600186.SH	莲花健康
002117.SZ	东港股份
300047.SZ	天源迪科
002052.SZ	同洲电子
600063.SH	皖维高新
002474.SZ	榕基软件
002584.SZ	西陇科学
600744.SH	华银电力
603003.SH	龙宇燃油
603456.SH	九洲药业
000796.SZ	凯撒旅游
601106.SH	中国一重
002308.SZ	威创股份
300418.SZ	昆仑万维
600691.SH	阳煤化工
600917.SH	重庆燃气
603005.SH	晶方科技
000541.SZ	佛山照明
002467.SZ	二六三
000953.SZ	河池化工
000566.SZ	海南海药
002392.SZ	北京利尔
000565.SZ	渝三峡A
000548.SZ	湖南投资
300437.SZ	清水源
600770.SH	综艺股份
000861.SZ	海印股份
600895.SH	张江高科
600061.SH	国投安信
603969.SH	银龙股份
002129.SZ	中环股份
002683.SZ	宏大爆破
000835.SZ	长城动漫
002295.SZ	精艺股份
300463.SZ	迈克生物
002649.SZ	博彦科技
002130.SZ	沃尔核材
002059.SZ	云南旅游
603616.SH	韩建河山
002162.SZ	悦心健康
000557.SZ	西部创业
000727.SZ	华东科技
002315.SZ	焦点科技
000691.SZ	ST亚太
000049.SZ	德赛电池
600133.SH	东湖高新
000938.SZ	紫光股份
300329.SZ	海伦钢琴
600096.SH	云天化
600258.SH	首旅酒店
600446.SH	金证股份
600836.SH	界龙实业
000920.SZ	南方汇通
000701.SZ	厦门信达
000917.SZ	电广传媒
002002.SZ	鸿达兴业
000693.SZ	ST华泽
002569.SZ	步森股份
600763.SH	通策医疗
002016.SZ	世荣兆业
600754.SH	锦江股份
002687.SZ	乔治白
002344.SZ	海宁皮城
002322.SZ	理工环科
600635.SH	大众公用
600580.SH	卧龙电气
000158.SZ	常山股份
600634.SH	中技控股
000680.SZ	山推股份
000673.SZ	当代东方
000520.SZ	长航凤凰
600112.SH	天成控股
600981.SH	汇鸿集团
603568.SH	伟明环保
000020.SZ	深华发A
600482.SH	中国动力
300018.SZ	中元股份
603309.SH	维力医疗
002717.SZ	岭南园林
601390.SH	中国中铁
600599.SH	熊猫金控
300399.SZ	京天利
300242.SZ	明家联合
600158.SH	中体产业
002401.SZ	中海科技
600716.SH	凤凰股份
000958.SZ	东方能源
600290.SH	华仪电气
300051.SZ	三五互联
000524.SZ	岭南控股
601618.SH	中国中冶
002666.SZ	德联集团
603789.SH	星光农机
000800.SZ	一汽轿车
002011.SZ	盾安环境
000875.SZ	吉电股份
600652.SH	游久游戏
300086.SZ	康芝药业
600358.SH	国旅联合
600967.SH	北方创业
300248.SZ	新开普
600577.SH	精达股份
002266.SZ	浙富控股
002220.SZ	天宝股份
000666.SZ	经纬纺机
600556.SH	慧球科技
002536.SZ	西泵股份
300103.SZ	达刚路机
300293.SZ	蓝英装备
601558.SH	华锐风电
002188.SZ	巴士在线
600555.SH	海航创新
002026.SZ	山东威达
002363.SZ	隆基机械
000591.SZ	太阳能
603001.SH	奥康国际
600592.SH	龙溪股份
002232.SZ	启明信息
600098.SH	广州发展
002049.SZ	紫光国芯
002073.SZ	软控股份
002045.SZ	国光电器
300216.SZ	千山药机
300354.SZ	东华测试
002306.SZ	中科云网
600485.SH	信威集团
002195.SZ	二三四五
300227.SZ	光韵达
600896.SH	中海海盛
002086.SZ	东方海洋
000502.SZ	绿景控股
002135.SZ	东南网架
002269.SZ	美邦服饰
000629.SZ	*ST钒钛
002657.SZ	中科金财
002330.SZ	得利斯
600637.SH	东方明珠
300467.SZ	迅游科技
600520.SH	*ST中发
600675.SH	*ST中企
002488.SZ	金固股份
601519.SH	大智慧
002429.SZ	兆驰股份
600696.SH	匹凸匹
002063.SZ	远光软件
600470.SH	六国化工
600481.SH	双良节能
600728.SH	佳都科技
000767.SZ	漳泽电力
600416.SH	湘电股份
300046.SZ	台基股份
600593.SH	大连圣亚
300309.SZ	吉艾科技
300229.SZ	拓尔思
002278.SZ	神开股份
000931.SZ	中关村
002636.SZ	金安国纪
600666.SH	奥瑞德
002345.SZ	潮宏基
002487.SZ	大金重工
603729.SH	龙韵股份
600122.SH	宏图高科
300366.SZ	创意信息
603999.SH	读者传媒
300063.SZ	天龙集团
000679.SZ	大连友谊
002565.SZ	上海绿新
600017.SH	日照港
603598.SH	引力传媒
002154.SZ	报喜鸟
000605.SZ	渤海股份
002389.SZ	南洋科技
300485.SZ	赛升药业
002276.SZ	万马股份
002498.SZ	汉缆股份
600292.SH	远达环保
300479.SZ	神思电子
300178.SZ	腾邦国际
002642.SZ	荣之联
300471.SZ	厚普股份
002205.SZ	国统股份
601018.SH	宁波港
002107.SZ	沃华医药
002506.SZ	协鑫集成
300085.SZ	银之杰
000410.SZ	沈阳机床
600053.SH	九鼎投资
002721.SZ	金一文化
002331.SZ	皖通科技
300295.SZ	三六五网
000990.SZ	诚志股份
600673.SH	东阳光科
300380.SZ	安硕信息
300027.SZ	华谊兄弟
600545.SH	新疆城建
300184.SZ	力源信息
300128.SZ	锦富新材
600630.SH	龙头股份
600747.SH	大连控股
300208.SZ	恒顺众昇
601016.SH	节能风电
600649.SH	城投控股
600252.SH	中恒集团
601777.SH	力帆股份
600650.SH	锦江投资
002104.SZ	恒宝股份
000681.SZ	视觉中国
300384.SZ	三联虹普
002574.SZ	明牌珠宝
300010.SZ	立思辰
002564.SZ	天沃科技
300290.SZ	荣科科技
002575.SZ	群兴玩具
300413.SZ	快乐购
002602.SZ	世纪华通
600247.SH	ST成城
002316.SZ	键桥通讯
002233.SZ	塔牌集团
600865.SH	百大集团
002698.SZ	博实股份
300083.SZ	劲胜精密
000748.SZ	长城信息
000939.SZ	凯迪生态
300392.SZ	腾信股份
300078.SZ	思创医惠
002161.SZ	远望谷
002655.SZ	共达电声
002658.SZ	雪迪龙
600745.SH	中茵股份
002096.SZ	南岭民爆
002143.SZ	印纪传媒
000532.SZ	力合股份
300263.SZ	隆华节能
600734.SH	实达集团
600760.SH	*ST黑豹
300169.SZ	天晟新材
300151.SZ	昌红科技
300032.SZ	金龙机电
002576.SZ	通达动力
000156.SZ	华数传媒
300171.SZ	东富龙
600165.SH	新日恒力
600223.SH	鲁商置业
600280.SH	中央商场
002739.SZ	万达院线
000695.SZ	滨海能源
600466.SH	蓝光发展
600410.SH	华胜天成
002593.SZ	日上集团
000831.SZ	*ST五稀
600262.SH	北方股份
601919.SH	中国远洋
300094.SZ	国联水产
300016.SZ	北陆药业
600783.SH	鲁信创投
002312.SZ	三泰控股
300268.SZ	万福生科
000837.SZ	秦川机床
002268.SZ	卫士通
600462.SH	九有股份
300126.SZ	锐奇股份
300299.SZ	富春通信
000806.SZ	银河生物
601866.SH	中海集运
600432.SH	*ST吉恩
300364.SZ	中文在线
600701.SH	*ST工新
600589.SH	广东榕泰
600428.SH	中远航运
600695.SH	绿庭投资
600756.SH	浪潮软件
002292.SZ	奥飞娱乐
000782.SZ	美达股份
300147.SZ	香雪制药
600565.SH	迪马股份
002037.SZ	久联发展
300379.SZ	东方通
300135.SZ	宝利国际
002005.SZ	德豪润达
002612.SZ	朗姿股份
600718.SH	东软集团
002751.SZ	易尚展示
002494.SZ	华斯股份
000066.SZ	长城电脑
002260.SZ	德奥通航
000558.SZ	莱茵体育
300272.SZ	开能环保
002481.SZ	双塔食品
002215.SZ	诺普信
002183.SZ	怡亚通
300109.SZ	新开源
300352.SZ	北信源
002690.SZ	美亚光电
000670.SZ	*ST盈方
002568.SZ	百润股份
002184.SZ	海得控制
603800.SH	道森股份
300308.SZ	中际装备
000710.SZ	天兴仪表
600978.SH	宜华生活
002320.SZ	海峡股份
300257.SZ	开山股份
000676.SZ	智度投资
603300.SH	华铁科技
600645.SH	中源协和
002181.SZ	粤传媒
300288.SZ	朗玛信息
300275.SZ	梅安森
603227.SH	雪峰科技
600818.SH	中路股份
600381.SH	ST春天
002329.SZ	皇氏集团
000606.SZ	*ST易桥
300336.SZ	新文化
002153.SZ	石基信息
600346.SH	*ST橡塑
000504.SZ	*ST生物
300188.SZ	美亚柏科
002368.SZ	太极股份
600871.SH	石化油服
300245.SZ	天玑科技
600806.SH	*ST昆机
600581.SH	*ST八钢
600160.SH	巨化股份
300333.SZ	兆日科技
600678.SH	四川金顶
601918.SH	*ST新集
600306.SH	*ST商城
000972.SZ	中基健康
300028.SZ	金亚科技
000622.SZ	*ST恒立
002667.SZ	鞍重股份
002018.SZ	华信国际
300372.SZ	*欣泰
